ID,Salary,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
276,120000,Kolkata,m,30-10-1989,74.8,icse,2008,79,icse,12992,2,B.Tech/B.E.,electronics and electrical engineering,71,12992,1,West Bengal,2012,735,565,370,-1,525,-1,-1,-1,-1,-1,-1,-0.159,0.0459,0.1637,0.1459,-1.0524
277,950000,Noida,m,16-09-1989,88,cbse,,87,cbse,3245,2,B.Tech/B.E.,applied electronics and instrumentation,66,3245,0,Haryana,2011,535,635,715,-1,515,-1,-1,-1,-1,-1,-1,-2.272,-0.7473,-0.344,1.1199,-2.8152
278,335000,Kolkata,m,20-04-1990,61,cbse,,60.4,cbse,2009,2,B.Tech/B.E.,computer science & engineering,76,2009,1,West Bengal,2013,535,480,390,0.23780284,515,-1,315,-1,-1,-1,-1,1.4208,1.7109,0.7785,-0.995,-1.4356
279,400000,Noida,m,23-04-1991,85.6,cbse,2009,86,cbse,47,1,B.Tech/B.E.,computer engineering,69,47,1,Delhi,2013,660,585,665,0.635978756,445,-1,-1,-1,-1,-1,-1,0.5591,-0.2871,0.4711,-1.1218,-2.0105
280,180000,Hyderabad ,m,30-05-1991,78,state board,,80.9,state board,11273,2,B.Tech/B.E.,electronics and communication engineering,65,11273,1,Telangana,2013,465,485,330,0.868736585,215,-1,-1,-1,-1,420,-1,0.4155,0.0459,-0.6048,,0.4805
281,300000,Mumbai,m,02-07-1991,80,cbse,2008,60,cbse,12022,2,B.Tech/B.E.,computer science & engineering,61,12022,0,Uttarakhand,2013,530,425,370,0.486747008,345,-1,376,-1,-1,-1,-1,-0.3027,-0.7866,0.4711,0.1459,-1.4356
282,120000,Ghaziabad,m,28-04-1990,72,0,2007,67,0,81,2,B.Tech/B.E.,electronics and electrical engineering,60,81,0,Uttar Pradesh,2011,405,405,445,-1,165,-1,-1,-1,-1,-1,-1,-0.2628,1.1248,0.672,-0.1727,0.6603
283,180000,Noida,m,23-06-1992,84,cbse,,81,cbse,12502,2,B.Tech/B.E.,computer science & engineering,75,,0,Haryana,2014,755,570,570,0.953899775,485,-1,530,-1,-1,-1,-1,-0.3027,0.7119,-0.1437,-0.7415,-1.4356
284,325000,Pune,f,07-04-1990,78,maharashtra state(latur board),2007,82,maharashtra state(latur board),974,2,B.Tech/B.E.,computer engineering,71,974,0,Maharashtra,2011,524,525,445,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.2628,0.8128,0.8171,-1.1128,-0.1295
285,275000,-1,f,31-03-1991,95.52,karnataka secondary education examination board,2009,94.33,"department of pre-university education, bangalore",316,2,B.Tech/B.E.,information technology,83.63,316,1,Karnataka,2013,580,620,620,0.968237496,605,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.1637,-0.6147,0.6721
286,300000,Hyderabad,m,02-07-1992,89.92,state board,2010,87,state board,5086,2,B.Tech/B.E.,electronics and communication engineering,76.32,5086,0,Karnataka,2014,560,555,620,-1,645,-1,407,-1,-1,-1,-1,-0.3027,-0.6201,-2.2954,,-0.8608
287,560000,Gurgaon,m,09-11-1987,71,cbse,2005,69,cbse,107,1,B.Tech/B.E.,computer engineering,62,107,0,Haryana,2010,585,565,495,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.7264,0.6568,-0.0537,,0.5024
288,250000,CHENNAI,m,07-05-1988,88.2,state board,2006,90.67,state board,8646,2,B.Tech/B.E.,information technology,83.93,8646,0,Tamil Nadu,2012,415,620,750,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.0154,0.8784,1.2396,-0.3612,0.8637
289,600000,Bangalore,m,31-01-1992,,jharkhand acedemic council,2009,70.2,jharkhand acedemic council,1424,2,B.Tech/B.E.,computer science & engineering,78,1424,0,West Bengal,2014,465,455,680,0.953899775,575,-1,530,-1,-1,-1,-1,-0.3027,0.0459,0.3174,-1.1218,-0.0943
290,485000,-1,m,23-10-1988,87.68,state,2006,62.66,state,182,2,B.Tech/B.E.,computer engineering,70,182,1,Karnataka,2010,515,455,355,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.2628,0.5008,-0.6343,-0.1727,-0.9194
291,300000,Noida,m,29-01-1993,74.23,state board,,77.77,state board,272,2,B.Tech/B.E.,computer science & engineering,75.6,272,0,Punjab,2014,475,435,430,0.81941653,505,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.1637,0.1459,0.8637
292,450000,Navi Mumbai,m,25-11-1990,,ssc,2009,85.6,msbte,6196,2,B.Tech/B.E.,electronics & telecommunications,73.59,6196,0,Maharashtra,2012,625,605,525,0.910770164,445,433,-1,-1,-1,-1,-1,-1.3447,-0.3183,-0.4891,0.64983,-0.4455
293,95000,Bangalore,m,20-04-1990,64.48,0,2008,57,0,1109,2,B.Tech/B.E.,computer engineering,68.23,1109,1,Karnataka,2012,335,575,425,0.864685413,525,-1,-1,-1,-1,-1,-1,0.51,0.6568,0.2366,-1.4653,-0.0506
294,300000,Hyderabad,f,24-11-1992,87.5,state board,2010,93.6,state board,1428,2,B.Tech/B.E.,information technology,70.22,1428,1,Telangana,2014,380,460,555,0.486747008,365,-1,376,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.8682,-0.0943
295,200000,Noida,m,18-02-1991,78.57,icse,2009,71.52,icse,8634,2,B.Tech/B.E.,electronics & telecommunications,70.87,8634,0,Maharashtra,2013,525,570,405,0.991397584,385,516,-1,-1,-1,-1,-1,-0.5899,-0.2871,-0.4511,0.9066,-1.6273
296,180000,New Delhi,m,10-11-1991,74,cbse,2008,68,cbse,7547,2,B.Tech/B.E.,,69.15,7547,0,Haryana,2012,485,580,530,0.670743151,455,-1,-1,-1,-1,-1,-1,0.1282,1.0449,0.4711,-0.6147,-0.0943
297,200000,Gurgaon,m,17-09-1989,71.8,cbse,2007,68.2,cbse,267,2,B.Tech/B.E.,electronics and communication engineering,76.5,267,0,Punjab,2012,615,590,585,-1,485,-1,-1,-1,-1,-1,-1,-0.159,-0.7866,-0.7585,0.1459,-2.0105
298,200000,Hyderabad,m,21-07-1989,88.6,kseeb,2008,56,pue,8682,2,B.Tech/B.E.,electronics and communication engineering,67.35,8682,1,Karnataka,2012,465,535,545,0.124502074,-1,233,-1,-1,-1,-1,-1,,-0.2871,0.1637,-0.3612,0.4805
299,350000,Hyderabad,m,24-09-1992,73.6,"state board (jac, ranchi)",2009,72,"state board (jac, ranchi)",14029,2,B.Tech/B.E.,computer science & engineering,85.8,14029,0,Orissa,2014,500,565,475,0.622642916,665,-1,407,-1,-1,-1,-1,-0.0154,1.0449,1.7007,-0.4879,0.4805
300,325000,Bangalore,f,14-08-1991,87,cbse,2008,96.6,intermediate state board,1141,2,B.Tech/B.E.,electronics and communication engineering,80.14,1141,0,Andhra Pradesh,2012,415,425,675,0.0587928,395,200,-1,-1,-1,366,-1,,1.5538,-1.5776,,-0.9194
301,180000,Bangalore,m,07-03-1988,80.4,state board,,75.6,state board,2070,2,M.Tech./M.E.,computer science & engineering,71,2070,1,Karnataka,2013,465,455,620,0.04099931,-1,-1,223,-1,-1,-1,-1,1.4208,0.3789,0.1637,-0.4879,1.4386
302,360000,New Delhi,m,15-07-1991,54.5,0,2008,57.5,0,79,2,B.Tech/B.E.,electronics and communication engineering,60,79,0,Uttar Pradesh,2012,375,345,355,0.229481755,-1,266,-1,-1,-1,-1,-1,-0.1082,0.2668,1.1437,1.2374,-0.2875
303,340000,-1,m,26-11-1993,80.4,cbse,2011,79,cbse,44,2,B.Tech/B.E.,information technology,63.12,44,0,Uttar Pradesh,2015,570,555,575,0.744758354,445,-1,438,-1,-1,-1,-1,0.5591,0.3789,-0.2974,-0.8682,-0.4776
304,230000,Chennai,m,16-06-1990,72.36,state board,2007,80.83,state board,879,2,B.Tech/B.E.,electronics and communication engineering,63,879,1,Tamil Nadu,2011,370,460,340,0.538386893,455,333,-1,-1,-1,-1,-1,-0.159,-0.6201,-0.2974,-1.1218,0.0973
305,400000,Chennai,f,26-02-1991,70.6,cbse,2008,68,cbse,6609,2,B.Tech/B.E.,information technology,68,6609,1,Tamil Nadu,2012,565,515,464,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.1128,-0.2793,-0.6343,1.32553,-0.6035
306,70000,Kolkata,m,28-02-1992,67.75,state board,2009,61.5,state board,13697,2,B.Tech/B.E.,computer science & engineering,76.1,13697,1,West Bengal,2013,450,355,295,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.7335,0.2124,-0.1437,0.5262,-0.8608
307,220000,Bangalore,f,06-10-1991,82.88,state board,,87.33,state board,3461,2,B.Tech/B.E.,electronics and communication engineering,77.4,3461,0,Karnataka,2014,545,505,544,0.338786347,315,292,-1,-1,-1,-1,-1,0.7027,0.5454,0.7785,0.0192,-0.4776
308,180000,Hyderabad,m,12-05-1989,81.33,ssc,2006,91.9,ibe,448,2,B.Tech/B.E.,electronics & telecommunications,70.56,448,1,Tamil Nadu,2010,325,295,575,0.694479328,225,366,-1,-1,-1,-1,-1,-0.4173,-0.9033,-0.1988,,-0.4455
309,275000,Bangalore ,f,14-10-1990,,cbse,2009,66,cbse,14029,2,B.Tech/B.E.,computer science & engineering,80,14029,0,Orissa,2013,545,545,595,0.356536488,345,-1,346,-1,-1,-1,-1,-0.7335,0.0459,-0.1437,-0.1076,0.4805
310,400000,Bangalore,f,09-11-1987,73,cbse,2005,71.3,cbse,349,2,M.Tech./M.E.,computer engineering,79.7,349,1,Gujarat,2011,545,665,435,0.901489571,545,-1,-1,-1,-1,-1,-1,-1.4992,1.1248,-1.2148,0.1798,0.6603
311,275000,Chennai,m,30-08-1990,,cbse,2009,74.2,cbse,64,2,B.Tech/B.E.,electronics and instrumentation engineering,67.86,64,0,Uttar Pradesh,2013,510,485,590,0.960603252,-1,466,-1,-1,-1,-1,-1,0.99,0.2124,-0.4511,-0.995,-0.0943
312,640000,Bangalore,m,24-04-1987,78,0,2004,71.3,0,5400,2,B.Tech/B.E.,information technology,67,5400,0,Madhya Pradesh,2009,455,605,625,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,0.2366,-0.1727,0.8183
313,240000,Hyderabad,f,20-07-1990,75.4,cbse,2007,75.6,cbse,987,2,B.Tech/B.E.,information technology,80.7,987,0,Orissa,2011,625,515,535,0.635978756,445,-1,-1,-1,-1,-1,-1,0.3555,1.1248,0.672,0.5323,1.4502
314,350000,Nashik,m,12-10-1990,87.4,cbse,2008,81.2,cbse,5111,2,B.Tech/B.E.,mechanical engineering,75,5111,0,Maharashtra,2013,465,655,575,0.714529363,-1,-1,-1,435,-1,-1,-1,-0.5719,0.8128,0.5269,1.2374,-0.643
315,345000,Gurgaon,m,06-03-1992,86.1,icse,2010,74.83,cbse,505,2,B.Tech/B.E.,electronics and electrical engineering,73.9,505,0,Orissa,2014,545,570,665,0.684565068,475,260,-1,-1,452,-1,-1,-1.1644,0.7119,-0.2974,1.2869,0.8637
316,280000,-1,m,15-12-1987,65.16,up board,2004,60.01,up board,64,2,B.Tech/B.E.,computer engineering,71.52,64,0,Uttar Pradesh,2010,505,485,585,0.974396113,615,-1,-1,-1,-1,-1,-1,-0.1082,-0.2793,0.672,-0.6428,0.5024
317,220000,Bangalore,m,13-11-1988,69.13,wbbse,2007,64.4,wbchse,254,2,B.Tech/B.E.,information technology,76.3,254,1,West Bengal,2012,365,355,555,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.2628,-0.5523,-0.2714,,-0.2875
318,310000,Bangalore,f,28-02-1992,83,state board,2009,87.5,state board,519,2,B.Tech/B.E.,information technology,81,519,1,Tamil Nadu,2013,475,515,464,0.622642916,395,-1,407,-1,-1,-1,-1,-0.3027,-0.2871,0.9322,-2.3895,-0.0943
319,730000,Pune ,m,15-11-1989,84.67,0,2006,86.46,0,264,1,B.Tech/B.E.,chemical engineering,85.8,264,1,Rajasthan,2011,545,525,715,-1,-1,-1,-1,-1,-1,-1,-1,-1.3447,-1.0593,0.672,1.0024,-1.7093
320,240000,-1,m,11-12-1990,81,cbse,2008,83.6,cbse,8297,2,B.Tech/B.E.,electronics and communication engineering,79.9,,1,West Bengal,2013,555,580,470,0.655766943,-1,-1,-1,-1,-1,366,-1,,1.3779,-0.1437,-1.5021,0.8637
321,270000,Gurgaon,f,14-11-1986,80,0,2004,57,0,21,2,MCA,computer application,73,21,1,Delhi,2011,565,465,475,0.765673581,485,-1,-1,-1,-1,-1,-1,0.51,0.8128,0.2366,0.1798,-0.7615
322,265000,Kolkata,f,06-09-1987,79.37,state board,2005,61.6,state board,18139,2,M.Tech./M.E.,instrumentation and control engineering,82,18139,1,West Bengal,2014,395,605,585,0.124502074,445,233,-1,-1,-1,-1,-1,-0.2628,0.8128,0.9623,-0.8778,0.3444
323,500000,Bangalore,m,26-01-1990,71,j & k bord,2008,75,j & k board,10342,2,B.Tech/B.E.,electronics and communication engineering,81.02,10342,1,Karnataka,2012,575,455,605,0.538386893,-1,333,-1,-1,-1,340,-1,-0.7264,-0.9033,-0.4891,-0.1727,-1.3539
324,205000,Greater noida,m,01-12-1988,65.33,up,2005,56.2,up,350,2,B.Tech/B.E.,,67.82,350,0,Uttar Pradesh,2011,385,315,475,0.538386893,335,333,-1,-1,-1,393,-1,0.6646,0.6568,-0.1988,-1.1128,1.4502
325,185000,-1,m,17-06-1991,67.72,matriculation,2008,67.25,state board,4959,2,B.Tech/B.E.,computer engineering,80.06,,0,Tamil Nadu,2012,370,415,180,0.488347977,405,-1,-1,-1,-1,-1,-1,,0.7119,0.3174,1.2869,1.0554
326,300000,Chandigarh,m,05-06-1992,84,cbse,2010,74.8,cbse,11127,1,B.Tech/B.E.,computer science & engineering,67,11127,0,Punjab,2014,625,560,620,0.911395278,615,-1,500,-1,-1,-1,-1,-1.7389,0.0459,-1.8344,,-0.8608
327,200000,Hyderabad,m,12-12-1991,87.2,cbse,2009,70.6,state board,7814,2,B.Tech/B.E.,electrical engineering,75.1,7814,0,Orissa,2013,615,590,760,0.684565068,375,-1,-1,-1,452,-1,-1,-0.159,0.2124,1.547,1.1601,-0.2859
328,425000,Pune,m,17-09-1990,83,icse,2008,64,cbse,2253,2,B.Tech/B.E.,information technology,72,2253,0,Orissa,2012,675,455,515,-1,-1,-1,-1,-1,-1,-1,-1,,1.1248,-0.1988,-0.2902,-0.169
329,390000,Gurgaon,f,16-01-1990,77.2,icse,2008,67.4,cbse,375,2,B.Tech/B.E.,electronics and communication engineering,71.7,375,0,Uttar Pradesh,2012,425,445,415,0.538386893,425,333,-1,-1,-1,-1,-1,-1.4992,0.6568,-0.1988,0.6498,-0.1295
330,340000,Bangalore,m,13-12-1991,74,state board,2009,78,state board,10389,2,B.Tech/B.E.,electronics & telecommunications,73.72,10389,0,Madhya Pradesh,2013,405,470,585,0.783303537,505,388,-1,-1,-1,-1,-1,0.5591,0.0459,0.6248,0.5262,1.6302
331,325000,-1,m,09-01-1993,84.2,cbse,,91.2,cbse,47,1,B.Tech/B.E.,electronics and communication engineering,75.97,47,1,Delhi,2014,520,510,780,0.783303537,385,388,-1,-1,-1,446,-1,0.2718,-0.1206,-0.9122,-0.3612,-1.8189
332,300000,Chennai,m,15-02-1993,88,state board,2010,90,state board,3505,2,B.Tech/B.E.,electronics and computer engineering,73.14,3505,0,Andhra Pradesh,2014,500,495,665,0.991230625,535,-1,592,-1,-1,-1,-1,-0.159,0.2124,0.4711,,1.4386
333,335000,Noida,m,14-05-1992,,cbse,2009,85.8,cbse,8195,1,B.Tech/B.E.,electronics and communication engineering,79.8,8195,1,Delhi,2013,570,555,780,0.998680246,545,566,-1,-1,-1,446,-1,-0.0154,-0.1206,0.01,0.0192,-0.0943
334,200000,Bangalore,f,20-05-1991,84.96,state board,,56.17,state board,17168,2,B.Tech/B.E.,computer science & engineering,60.78,,0,Karnataka,2014,465,470,310,0.600057182,435,-1,-1,-1,-1,-1,-1,0.8463,1.2114,1.2396,0.1459,0.6721
335,85000,Nasikcity,f,02-05-1992,79.23,state board,2010,70.26,state board,15862,2,B.Tech/B.E.,computer engineering,60.17,15862,0,Maharashtra,2014,605,460,440,0.911395278,445,-1,500,-1,-1,-1,-1,-0.159,1.0449,-0.7585,0.5262,-2.0105
336,335000,bangalore,m,14-09-1992,92.4,cbse,2009,82.4,cbse,8811,2,B.Tech/B.E.,electronics and electrical engineering,71.16,8811,1,Karnataka,2014,590,525,705,0.661834476,315,-1,-1,-1,446,-1,-1,-1.7389,0.0459,-2.1418,0.9066,-0.8608
337,325000,Pune,m,24-09-1992,68.2,cbse,2009,61.2,cbse,15866,2,B.Tech/B.E.,computer science & engineering,67.6,15866,0,Haryana,2013,640,555,585,0.622642916,475,-1,407,-1,-1,-1,-1,0.4155,0.2124,-0.2974,-1.3753,-0.2859
338,300000,Bangalore,m,25-09-1992,78.4,state board,,84,state board,8949,2,B.Tech/B.E.,electronics and communication engineering,72.6,8949,1,Karnataka,2014,420,580,500,0.943272158,375,452,-1,-1,-1,420,-1,-1.4517,-1.6191,0.01,0.2727,-2.7769
339,185000,mohali,m,24-04-1992,69.4,cbse,2010,63.4,cbse,4319,2,B.Tech/B.E.,information technology,76.4,4319,0,Punjab,2014,535,610,460,0.144789889,535,-1,284,-1,-1,-1,-1,0.8463,0.8784,0.4711,-1.8824,0.4805
340,175000,Coimbatore,f,14-06-1991,88,state board,2008,83,state board,1367,2,B.Tech/B.E.,computer science & engineering,85.5,1367,0,Tamil Nadu,2012,335,400,330,0.23780284,325,-1,315,-1,-1,-1,-1,0.5591,-0.1206,-0.1437,-0.1076,-0.8608
341,300000,New Delhi,m,08-07-1988,57,0,2004,62,0,144,2,MCA,computer application,74.23,,0,Uttar Pradesh,2011,405,385,415,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.8083,-1.3713,-0.0537,-0.4078,-0.6035
342,325000,hyderabad,m,19-08-1991,78,cbse,,70,cbse,11848,1,B.Tech/B.E.,electronics and electrical engineering,62,11848,0,Bihar,2014,555,645,635,0.336185066,325,-1,-1,-1,366,-1,-1,1.1336,1.5444,1.8543,-1.7556,0.0973
343,200000,-1,m,29-08-1993,80,state board,2010,80,state board,9198,2,B.Tech/B.E.,computer science & engineering,64.97,9198,1,Telangana,2014,455,540,450,0.744758354,475,-1,438,-1,-1,-1,-1,0.99,-0.1206,0.7785,-1.8824,-0.6692
344,280000,Bangalore,m,12-06-1993,82.8,state board,2010,92.4,state board,4071,2,B.Tech/B.E.,electronics and communication engineering,74.5,,0,Andhra Pradesh,2014,395,510,605,0.338786347,385,292,-1,-1,-1,-1,-1,0.99,0.7119,1.2396,-1.6289,1.0554
345,145000,Hyderabad,f,26-07-1991,71.1,state board,2009,67.4,state board,9128,2,B.Tech/B.E.,computer science & engineering,67.4,9128,1,Telangana,2013,510,545,370,0.356536488,445,-1,346,-1,-1,-1,-1,1.2772,0.5454,-1.2196,0.9066,-0.0943
346,80000,Hyderabad,m,30-05-1987,75.83,"icse board , new delhi",2007,62,"isc board , new delhi",2692,2,B.Tech/B.E.,computer engineering,71,2692,0,Orissa,2011,425,355,425,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.2628,0.3448,0.0914,-0.5253,0.1864
347,225000,Chennai,m,29-05-1991,89,0,,96.7,0,6659,2,B.Tech/B.E.,electronics and communication engineering,92,6659,1,Tamil Nadu,2012,525,475,375,0.0587928,365,200,-1,-1,-1,393,-1,-0.6491,-0.4353,0.672,1.85433,-0.1295
348,140000,Bangalore,f,05-05-1990,62,state board,2008,61.4,cbse,11825,2,B.Tech/B.E.,electronics and electrical engineering,66.68,,0,Uttar Pradesh,2013,370,455,380,0.684565068,-1,-1,223,-1,452,-1,-1,0.2718,0.7119,0.3174,-1.8824,0.6721
349,430000,Bangalore,m,18-07-1991,,ssc-andhra pradesh,2008,96.2,bieap,3174,2,B.Tech/B.E.,electronics and communication engineering,74.26,3174,0,Andhra Pradesh,2012,505,415,535,0.824666401,-1,400,-1,-1,-1,313,-1,0.8192,0.9688,0.0552,-0.5253,0.8183
350,225000,Noida,f,11-02-1991,79.4,cbse,2009,67,cbse,75,2,B.Tech/B.E.,electronics and communication engineering,63.5,75,0,Uttar Pradesh,2013,510,570,430,0.694479328,-1,366,-1,-1,-1,340,-1,0.99,1.5444,0.3174,,0.6721
351,565000,Haldia,m,28-10-1991,92.83,cbse,2009,88,cbse,9019,2,B.Tech/B.E.,electrical engineering,74.96,9019,0,Haryana,2013,650,645,680,0.996155971,-1,-1,-1,-1,660,-1,-1,0.1282,0.0459,-0.1437,-0.2344,0.0973
352,400000,Noida,m,21-08-1987,77.4,0,2005,73.4,0,3200,1,B.Tech/B.E.,computer engineering,70.8,3200,1,Delhi,2012,465,445,425,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.7473,-1.7954,-1.1128,0.8183
353,190000,New Delhi,f,30-08-1989,,cbse,2006,68.6,cbse,44,2,B.Tech/B.E.,computer engineering,77,44,0,Uttar Pradesh,2012,395,435,575,0.735795709,475,-1,-1,-1,-1,-1,-1,0.2009,-0.2793,-0.4891,,-0.4455
354,325000,Chennai,f,12-12-1992,85.6,state board,2010,87.8,state board,13984,2,B.Tech/B.E.,computer science & engineering,72.3,13984,1,Telangana,2014,570,605,415,0.563267824,425,-1,-1,-1,-1,-1,-1,1.2772,1.3779,1.3933,-1.3753,0.2889
355,75000,Lucknow,m,27-06-1992,82.4,icse,2010,81.2,icse,8159,2,B.Tech/B.E.,information technology,69,8159,0,Uttar Pradesh,2014,535,470,585,0.622642916,385,-1,407,-1,-1,-1,-1,0.99,1.0449,0.6248,-0.8682,-1.6273
356,155000,Hyderabad,m,06-05-1991,77,state board,2009,85,state board,2485,2,B.Tech/B.E.,electronics and communication engineering,68,2485,1,Telangana,2013,545,370,415,-1,345,-1,223,-1,-1,-1,-1,-0.7335,-0.2871,1.0859,-0.995,1.4386
357,100000,KOLKATA,m,12-11-1989,65,state board,2007,62,state board,1060,2,B.Tech/B.E.,electronics and communication engineering,60,1060,0,Orissa,2012,385,510,295,0.436962648,335,-1,-1,-1,-1,324,-1,0.8463,0.8784,-0.6048,-0.7415,1.247
358,500000,Noida,m,16-11-1986,87.6,cbse,2005,77.2,cbse,285,1,B.Tech/B.E.,computer engineering,64.5,285,0,Punjab,2010,715,595,625,0.983749967,635,-1,-1,-1,-1,-1,-1,,0.6568,-0.0537,0.0623,-0.2875
359,145000,Noida,f,02-03-1991,81,cbse,,77.8,cbse,11942,2,B.Tech/B.E.,,65.35,11942,0,Uttar Pradesh,2014,535,510,390,0.20739217,-1,260,-1,-1,-1,260,-1,-1.1644,-0.9531,0.01,-0.7415,-0.8608
360,450000,Chennai,f,25-07-1989,92,state board,2006,71,state board,1010,2,B.Tech/B.E.,information technology,76,1010,1,Karnataka,2010,385,475,445,0.488347977,405,-1,-1,-1,-1,-1,-1,0.51,0.3448,-0.0537,-0.6428,0.5024
361,600000,Bangalore,m,12-09-1991,,cbse,,70,cbse,78,2,B.Tech/B.E.,electronics and communication engineering,65,78,0,Uttar Pradesh,2011,475,585,625,0.376059587,-1,300,-1,-1,-1,-1,-1,-1.1901,0.1888,-0.0537,0.2973,-0.4455
362,325000,Mysore,m,26-07-1989,73,state board,2008,61,state board,11153,2,B.Tech/B.E.,applied electronics and instrumentation,72,11153,1,West Bengal,2013,555,495,575,0.124502074,285,233,-1,-1,-1,-1,-1,,0.0459,-0.2974,,-0.0943
363,320000,New Delhi,m,19-01-1992,84.2,cbse,2009,67,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,69.88,10932,0,Uttar Pradesh,2013,495,385,505,0.910770164,445,433,-1,-1,-1,260,-1,-1.0355,1.2028,0.3817,0.64983,-0.1295
364,60000,Noida,m,01-09-1988,84.3,"central board of secondary education, new delhi",2007,70.2,"central board of secondary education, new delhi",105,2,B.Tech/B.E.,computer engineering,65.14,105,0,Uttar Pradesh,2012,605,605,334,0.670743151,455,300,-1,-1,-1,-1,-1,0.3555,-0.4353,-1.5776,-0.2902,-1.2354
365,715000,-1,m,15-06-1989,70,icse,2006,73.8,isc,4234,2,B.Tech/B.E.,computer engineering,70.13,4234,0,Uttar Pradesh,2011,825,505,485,0.884122512,535,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.2525,0.8848,0.5024
366,315000,Pune,m,30-01-1992,83,state board,2010,72,state board,356,2,B.Tech/B.E.,information science engineering,75,356,1,Karnataka,2014,510,535,500,0.23780284,515,-1,315,-1,-1,-1,-1,-0.5899,0.7119,0.3174,-1.1218,0.0973
367,610000,Bangalore,f,06-12-1984,78.5,"hse,orissa",2006,71,"scte and vt ,orissa",11013,2,B.Tech/B.E.,electronics & telecommunications,75,,0,Orissa,2010,305,365,525,0.824666401,365,400,-1,-1,-1,-1,-1,-0.881,-1.2153,-0.7794,0.8848,0.0284
368,180000,Noida,f,18-10-1992,66.6,icse,2010,67.3,icse,17244,2,B.Tech/B.E.,electronics and communication engineering,71.08,17244,0,Uttar Pradesh,2014,395,390,555,0.493596387,365,324,-1,-1,-1,388,-1,-0.0154,-0.2871,0.01,0.2727,0.2889
369,280000,-1,m,14-02-1993,74,cbse,2010,70,cbse,11759,2,B.Tech/B.E.,computer science & engineering,75.3,11759,0,Uttarakhand,2014,450,495,575,0.486747008,544,-1,376,-1,-1,-1,-1,-2.1698,-2.2851,-0.9122,0.3995,-3.1602
370,325000,Mangalore,m,12-02-1990,85,state board,2008,67,cbse,9702,2,B.Tech/B.E.,computer engineering,76,9702,0,Haryana,2012,345,560,455,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.7651,0.3448,-0.6343,0.6204,-1.0774
371,500000,-1,m,11-01-1989,69.3,board of secondary school education,2006,89.6,board of intermeadiate education,5015,2,MCA,computer application,74,5015,0,Andhra Pradesh,2012,405,455,555,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.2628,0.2668,0.5994,-0.2902,-1.0774
372,350000,Noida,f,14-01-1991,68,0,2008,83,0,11368,2,B.Tech/B.E.,electronics and communication engineering,68.6,11368,0,Uttar Pradesh,2012,425,334,365,0.0587928,-1,200,-1,-1,-1,-1,-1,-0.7651,-1.6833,0.0914,,-0.9194
373,310000,New Delhi,f,19-03-1992,93,state board,2010,86,state board,1012,2,B.Tech/B.E.,computer science & engineering,83,1012,1,Karnataka,2014,605,625,525,0.744758354,525,-1,438,-1,-1,-1,-1,0.4155,0.0459,1.2396,-0.6147,-0.6692
374,100000,Bhubaneswar,f,17-12-1992,86.5,state board,2010,58.04,state board,11013,2,B.Tech/B.E.,electronics & telecommunications,68,11013,0,Orissa,2014,360,370,390,0.338786347,405,292,-1,-1,-1,420,-1,1.2772,0.2124,-0.2974,-0.4879,0.6721
375,250000,Rajkot,m,03-12-1990,86,gujarat state board,,64,state board,9564,2,B.Tech/B.E.,information technology,61.17,9564,0,Gujarat,2013,665,545,415,0.911395278,405,-1,500,-1,-1,-1,-1,1.1336,1.3779,2.1617,-0.995,1.0554
376,325000,-1,m,15-09-1991,93.4,cbse,2009,89.4,cbse,222,2,B.Tech/B.E.,electronics and electrical engineering,75.4,222,0,Jharkhand,2014,605,645,720,0.557389506,555,-1,-1,-1,420,-1,-1,-1.5953,0.5454,-0.4511,,-0.0943
377,145000,Lucknow,f,26-09-1991,79.8,upboard,2007,71,upboard,429,2,B.Tech/B.E.,computer engineering,78.8,429,0,Uttar Pradesh,2012,595,585,445,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2009,1.5928,0.5269,-0.9953,0.8973
